Cd;Contrt;Mod;DtContr;DtVencOp;VlrContr;ID_VENC;TIPO;VALOR;VlrProxParcela;DtaProxParcela;QtdParcelas
582495598;1145170;1350;25/01/2022;25/02/2022;7,99;0;v110;7,99;7,99;25/02/2022;1
582640350;1817613;1350;01/01/2022;01/02/2022;57,92;0;v110;57,92;57,92;01/02/2022;1
582776333;1129882;1350;10/01/2022;10/02/2022;45,6;0;v110;45,6;45,6;10/02/2022;1
583214622;1922647;1350;10/01/2022;10/02/2022;14,74;0;v110;14,74;14,74;10/02/2022;1
583452728;491574;1350;20/01/2022;20/02/2022;3,43;0;v110;3,43;3,43;20/02/2022;1
583620531;2299442;1350;23/01/2022;23/02/2022;0,06;0;v110;0,06;0,06;23/02/2022;1
583733301;1254080;1350;10/01/2022;10/02/2022;3,45;0;v110;3,45;3,45;10/02/2022;1
584079362;1799759;1350;10/01/2022;10/02/2022;83,72;0;v110;83,72;83,72;10/02/2022;1
584334575;2418182;1350;23/01/2022;23/02/2022;1,84;0;v110;1,84;1,84;23/02/2022;1
584399510;1684625;1350;15/01/2022;15/02/2022;3,5;0;v110;3,5;3,5;15/02/2022;1
584726570;1559103;1350;15/01/2022;15/02/2022;16,06;0;v110;16,06;16,06;15/02/2022;1
584755325;1512283;1350;15/01/2022;15/02/2022;630,03;0;v110;630,03;630,03;15/02/2022;1
584772173;2394349;1350;08/01/2022;08/02/2022;8,39;0;v110;8,39;8,39;08/02/2022;1
585192545;1229330;1350;13/01/2022;13/02/2022;69,78;0;v110;69,78;69,78;13/02/2022;1
585702330;771872;1350;25/01/2022;25/02/2022;7,99;0;v110;7,99;7,99;25/02/2022;1
586214313;2105949;1350;08/01/2022;08/02/2022;89,14;0;v110;89,14;89,14;08/02/2022;1
586225358;1369717;1350;05/01/2022;05/02/2022;41,09;0;v110;41,09;41,09;05/02/2022;1
586355138;1691884;1350;13/01/2022;13/02/2022;6,68;0;v110;6,68;6,68;13/02/2022;1
586355138;2085439;1350;13/01/2022;13/02/2022;12,1;0;v110;12,1;12,1;13/02/2022;1
586383182;2173659;1350;23/01/2022;23/02/2022;10,76;0;v110;10,76;10,76;23/02/2022;1
586592180;2432561;1350;13/01/2022;13/02/2022;5,78;0;v110;5,78;5,78;13/02/2022;1
586667539;2090687;1350;03/01/2022;03/02/2022;15,12;0;v110;15,12;15,12;03/02/2022;1
586751165;1858950;1350;20/01/2022;20/02/2022;21,72;0;v110;21,72;21,72;20/02/2022;1
586758330;1880572;1350;08/01/2022;08/02/2022;16,33;0;v110;16,33;16,33;08/02/2022;1
586877347;2097518;1350;08/01/2022;08/02/2022;15,34;0;v110;15,34;15,34;08/02/2022;1
587689390;2122418;1350;05/01/2022;05/02/2022;8,37;0;v110;8,37;8,37;05/02/2022;1
587698110;1927780;1350;23/01/2022;23/02/2022;31,3;0;v110;31,3;31,3;23/02/2022;1
587880180;2304329;1350;15/01/2022;15/02/2022;2,39;0;v110;2,39;2,39;15/02/2022;1
588160113;2278395;1350;08/01/2022;08/02/2022;4,09;0;v110;4,09;4,09;08/02/2022;1
588680389;491365;1350;15/01/2022;15/02/2022;4,4;0;v110;4,4;4,4;15/02/2022;1
588828394;2327891;1350;15/01/2022;15/02/2022;43,62;0;v110;43,62;43,62;15/02/2022;1
588870323;1866112;1350;03/01/2022;03/02/2022;19,21;0;v110;19,21;19,21;03/02/2022;1
588976580;1466254;1350;03/01/2022;03/02/2022;1,51;0;v110;1,51;1,51;03/02/2022;1
589429396;2110842;1350;05/01/2022;05/02/2022;0,86;0;v110;0,86;0,86;05/02/2022;1
590157132;2398755;1350;13/01/2022;13/02/2022;40,8;0;v110;40,8;40,8;13/02/2022;1
590348159;2442555;1350;23/01/2022;23/02/2022;0,09;0;v110;0,09;0,09;23/02/2022;1
591411237;2174813;1350;23/01/2022;23/02/2022;157,15;0;v110;157,15;157,15;23/02/2022;1
591643367;2355086;1350;08/01/2022;08/02/2022;1,65;0;v110;1,65;1,65;08/02/2022;1
591657589;1838785;1350;15/01/2022;15/02/2022;37,75;0;v110;37,75;37,75;15/02/2022;1
591865181;2404652;1350;15/01/2022;15/02/2022;1,68;0;v110;1,68;1,68;15/02/2022;1
592003167;1994848;1350;15/01/2022;15/02/2022;36,51;0;v110;36,51;36,51;15/02/2022;1
592232352;2149413;1350;23/01/2022;23/02/2022;4,59;0;v110;4,59;4,59;23/02/2022;1
592652130;2242998;1350;08/01/2022;08/02/2022;14,16;0;v110;14,16;14,16;08/02/2022;1
592674100;2157720;1350;05/01/2022;05/02/2022;413,17;0;v110;413,17;413,17;05/02/2022;1
593071379;1598710;1350;08/01/2022;08/02/2022;22,25;0;v110;22,25;22,25;08/02/2022;1
593571509;1606994;1350;13/01/2022;13/02/2022;38,79;0;v110;38,79;38,79;13/02/2022;1
593673182;2422411;1350;23/01/2022;23/02/2022;1,08;0;v110;1,08;1,08;23/02/2022;1
593965396;778565;1350;15/01/2022;15/02/2022;4,18;0;v110;4,18;4,18;15/02/2022;1
594484316;584490;1350;08/01/2022;08/02/2022;30,43;0;v110;30,43;30,43;08/02/2022;1
594790352;2129792;1350;23/01/2022;23/02/2022;7,88;0;v110;7,88;7,88;23/02/2022;1
594984556;1813143;1350;20/01/2022;20/02/2022;0,84;0;v110;0,84;0,84;20/02/2022;1
595077307;2282525;1350;23/01/2022;23/02/2022;141,16;0;v110;141,16;141,16;23/02/2022;1
595443338;1863757;1350;15/01/2022;15/02/2022;4,12;0;v110;4,12;4,12;15/02/2022;1
595646360;932550;1350;25/01/2022;25/02/2022;6,95;0;v110;6,95;6,95;25/02/2022;1
596061501;2157040;1350;15/01/2022;15/02/2022;66,56;0;v110;66,56;66,56;15/02/2022;1
596776357;1246168;1350;15/01/2022;15/02/2022;0,72;0;v110;0,72;0,72;15/02/2022;1
597013586;2062413;1350;05/01/2022;05/02/2022;12,49;0;v110;12,49;12,49;05/02/2022;1
597225338;1214178;1350;20/01/2022;20/02/2022;0,08;0;v110;0,08;0,08;20/02/2022;1
597235309;603450;1350;05/01/2022;05/02/2022;15,23;0;v110;15,23;15,23;05/02/2022;1
597640157;1904839;1350;08/01/2022;08/02/2022;39,92;0;v110;39,92;39,92;08/02/2022;1
597723109;2220830;1350;15/01/2022;15/02/2022;291,62;0;v110;291,62;291,62;15/02/2022;1
598108823;1926709;1350;13/01/2022;13/02/2022;81,01;0;v110;81,01;81,01;13/02/2022;1
598397329;1578579;1350;03/01/2022;03/02/2022;34,35;0;v110;34,35;34,35;03/02/2022;1
598466312;387957;1350;10/01/2022;10/02/2022;13,18;0;v110;13,18;13,18;10/02/2022;1
598999132;2276680;1350;08/01/2022;08/02/2022;57,93;0;v110;57,93;57,93;08/02/2022;1
600107388;1274814;1350;25/01/2022;25/02/2022;4,88;0;v110;4,88;4,88;25/02/2022;1
600123235;1828973;1350;08/01/2022;08/02/2022;29,83;0;v110;29,83;29,83;08/02/2022;1
600578313;2346556;1350;15/01/2022;15/02/2022;788,95;0;v110;788,95;788,95;15/02/2022;1
600753336;2180471;1350;01/01/2022;01/02/2022;70,75;0;v110;70,75;70,75;01/02/2022;1
600771318;1893763;1350;13/01/2022;13/02/2022;24,12;0;v110;24,12;24,12;13/02/2022;1
601307763;2240322;1350;05/01/2022;05/02/2022;4,82;0;v110;4,82;4,82;05/02/2022;1
601431340;1608908;1350;08/01/2022;08/02/2022;23,12;0;v110;23,12;23,12;08/02/2022;1
601572327;1982082;1350;13/01/2022;13/02/2022;41,87;0;v110;41,87;41,87;13/02/2022;1
602305330;2315009;1350;15/01/2022;15/02/2022;20,4;0;v110;20,4;20,4;15/02/2022;1
603698760;2136994;1350;23/01/2022;23/02/2022;3;0;v110;3;3;23/02/2022;1
603701140;2249694;1350;13/01/2022;13/02/2022;49,6;0;v110;49,6;49,6;13/02/2022;1
604503393;1723746;1350;15/01/2022;15/02/2022;40,59;0;v110;40,59;40,59;15/02/2022;1
604964102;1894335;1350;15/01/2022;15/02/2022;208,17;0;v110;208,17;208,17;15/02/2022;1
604964366;2069709;1350;15/01/2022;15/02/2022;28,16;0;v110;28,16;28,16;15/02/2022;1
605458367;1929376;1350;05/01/2022;05/02/2022;570,37;0;v110;570,37;570,37;05/02/2022;1
605458367;608352;1350;05/01/2022;05/02/2022;23,66;0;v110;23,66;23,66;05/02/2022;1
605530491;2292893;1350;05/01/2022;05/02/2022;33,95;0;v110;33,95;33,95;05/02/2022;1
605537151;2297863;1350;23/01/2022;23/02/2022;14,23;0;v110;14,23;14,23;23/02/2022;1
605628548;1224332;1350;15/01/2022;15/02/2022;31,3;0;v110;31,3;31,3;15/02/2022;1
605648573;1475255;1350;13/01/2022;13/02/2022;0,66;0;v110;0,66;0,66;13/02/2022;1
605657564;1695378;1350;15/01/2022;15/02/2022;0,74;0;v110;0,74;0,74;15/02/2022;1
606394311;1000029;1350;10/01/2022;10/02/2022;11,16;0;v110;11,16;11,16;10/02/2022;1
606795227;2029783;1350;05/01/2022;05/02/2022;3,46;0;v110;3,46;3,46;05/02/2022;1
606795227;2310191;1350;05/01/2022;05/02/2022;1,82;0;v110;1,82;1,82;05/02/2022;1
607012188;2180357;1350;23/01/2022;23/02/2022;235,61;0;v110;235,61;235,61;23/02/2022;1
607102179;2029727;1350;08/01/2022;08/02/2022;52,13;0;v110;52,13;52,13;08/02/2022;1
607422165;2182584;1350;13/01/2022;13/02/2022;235,49;0;v110;235,49;235,49;13/02/2022;1
607427124;2033991;1350;15/01/2022;15/02/2022;33,1;0;v110;33,1;33,1;15/02/2022;1
607713305;1766977;1350;08/01/2022;08/02/2022;0,13;0;v110;0,13;0,13;08/02/2022;1
607729309;2379927;1350;15/01/2022;15/02/2022;7,38;0;v110;7,38;7,38;15/02/2022;1
607755725;1167322;1350;15/01/2022;15/02/2022;13,84;0;v110;13,84;13,84;15/02/2022;1
607848308;1740295;1350;03/01/2022;03/02/2022;11,43;0;v110;11,43;11,43;03/02/2022;1
608166197;2318186;1350;15/01/2022;15/02/2022;10,26;0;v110;10,26;10,26;15/02/2022;1
608197157;1891983;1350;20/01/2022;20/02/2022;45,21;0;v110;45,21;45,21;20/02/2022;1
608325333;1235630;1350;25/01/2022;25/02/2022;18,4;0;v110;18,4;18,4;25/02/2022;1
608575364;1982905;1350;23/01/2022;23/02/2022;1,94;0;v110;1,94;1,94;23/02/2022;1
608713341;786149;1350;10/01/2022;10/02/2022;18,12;0;v110;18,12;18,12;10/02/2022;1
608731323;1913307;1350;23/01/2022;23/02/2022;2,77;0;v110;2,77;2,77;23/02/2022;1
608780375;1701666;1350;28/01/2022;28/02/2022;113,16;0;v110;113,16;113,16;28/02/2022;1
608780375;2141991;1350;23/01/2022;23/02/2022;57,13;0;v110;57,13;57,13;23/02/2022;1
608838390;1705529;1350;08/01/2022;08/02/2022;25,83;0;v110;25,83;25,83;08/02/2022;1
608958530;1600084;1350;08/01/2022;08/02/2022;4,06;0;v110;4,06;4,06;08/02/2022;1
609029223;1975367;1350;08/01/2022;08/02/2022;53,02;0;v110;53,02;53,02;08/02/2022;1
609562320;1508582;1350;01/01/2022;01/02/2022;522,34;0;v110;522,34;522,34;01/02/2022;1
609997130;2079527;1350;23/01/2022;23/02/2022;17,55;0;v110;17,55;17,55;23/02/2022;1
610016199;1903887;1350;01/01/2022;01/02/2022;8,79;0;v110;8,79;8,79;01/02/2022;1
610491237;2230002;1350;01/01/2022;01/02/2022;35,98;0;v110;35,98;35,98;01/02/2022;1
610560140;1809524;1350;15/01/2022;15/02/2022;4,93;0;v110;4,93;4,93;15/02/2022;1
610981595;2447446;1350;23/01/2022;23/02/2022;4,4;0;v110;4,4;4,4;23/02/2022;1
611264382;2338356;1350;05/01/2022;05/02/2022;45,68;0;v110;45,68;45,68;05/02/2022;1
611270196;2211709;1350;08/01/2022;08/02/2022;199,7;0;v110;199,7;199,7;08/02/2022;1
611435535;2324719;1350;23/01/2022;23/02/2022;16,98;0;v110;16,98;16,98;23/02/2022;1
611508192;1911501;1350;13/01/2022;13/02/2022;15,93;0;v110;15,93;15,93;13/02/2022;1
612305880;1065731;1350;10/01/2022;10/02/2022;1,32;0;v110;1,32;1,32;10/02/2022;1
612341330;1356751;1350;15/01/2022;15/02/2022;0,76;0;v110;0,76;0,76;15/02/2022;1
612354580;1595755;1350;03/01/2022;03/02/2022;21,47;0;v110;21,47;21,47;03/02/2022;1
612462129;2260787;1350;08/01/2022;08/02/2022;55,32;0;v110;55,32;55,32;08/02/2022;1
612840174;2031582;1350;08/01/2022;08/02/2022;10,34;0;v110;10,34;10,34;08/02/2022;1
613899512;2179883;1350;03/01/2022;03/02/2022;2,32;0;v110;2,32;2,32;03/02/2022;1
614232384;2432357;1350;15/01/2022;15/02/2022;4,11;0;v110;4,11;4,11;15/02/2022;1
614516579;2364416;1350;03/01/2022;03/02/2022;0,43;0;v110;0,43;0,43;03/02/2022;1
614532345;1418895;1350;10/01/2022;10/02/2022;3,5;0;v110;3,5;3,5;10/02/2022;1
614533589;1964555;1350;08/01/2022;08/02/2022;35,47;0;v110;35,47;35,47;08/02/2022;1
614535280;1890147;1350;20/01/2022;20/02/2022;1,4;0;v110;1,4;1,4;20/02/2022;1
614873339;1807650;1350;08/01/2022;08/02/2022;56,02;0;v110;56,02;56,02;08/02/2022;1
615177395;358442;1350;25/01/2022;25/02/2022;7,99;0;v110;7,99;7,99;25/02/2022;1
615194133;2276931;1350;13/01/2022;13/02/2022;298,25;0;v110;298,25;298,25;13/02/2022;1
615671160;2330409;1350;08/01/2022;08/02/2022;224,76;0;v110;224,76;224,76;08/02/2022;1
616069367;2390951;1350;23/01/2022;23/02/2022;179,32;0;v110;179,32;179,32;23/02/2022;1
616135505;1318736;1350;25/01/2022;25/02/2022;15,67;0;v110;15,67;15,67;25/02/2022;1
616884109;2383171;1350;15/01/2022;15/02/2022;10,8;0;v110;10,8;10,8;15/02/2022;1
617017344;2095849;1350;23/01/2022;23/02/2022;0,4;0;v110;0,4;0,4;23/02/2022;1
617108145;1980749;1350;13/01/2022;13/02/2022;11,59;0;v110;11,59;11,59;13/02/2022;1
617147558;1646655;1350;20/01/2022;20/02/2022;1,93;0;v110;1,93;1,93;20/02/2022;1
617155305;364422;1350;10/01/2022;10/02/2022;0,72;0;v110;0,72;0,72;10/02/2022;1
617339384;1471466;1350;08/01/2022;08/02/2022;55,32;0;v110;55,32;55,32;08/02/2022;1
617341605;2321729;1350;15/01/2022;15/02/2022;31,21;0;v110;31,21;31,21;15/02/2022;1
617389136;2430515;1350;15/01/2022;15/02/2022;16,73;0;v110;16,73;16,73;15/02/2022;1
617438366;1973904;1350;15/01/2022;15/02/2022;2,3;0;v110;2,3;2,3;15/02/2022;1
617714304;1976067;1350;08/01/2022;08/02/2022;57,21;0;v110;57,21;57,21;08/02/2022;1
617714304;2155684;1350;08/01/2022;08/02/2022;121,16;0;v110;121,16;121,16;08/02/2022;1
617771375;392970;1350;10/01/2022;10/02/2022;5,14;0;v110;5,14;5,14;10/02/2022;1
617839352;1972599;1350;23/01/2022;23/02/2022;21,73;0;v110;21,73;21,73;23/02/2022;1
617883335;1900041;1350;23/01/2022;23/02/2022;8,85;0;v110;8,85;8,85;23/02/2022;1
617888302;1345809;1350;10/01/2022;10/02/2022;101,41;0;v110;101,41;101,41;10/02/2022;1
617944148;1872177;1350;13/01/2022;13/02/2022;13,73;0;v110;13,73;13,73;13/02/2022;1
618076301;1629191;1350;01/01/2022;01/02/2022;42,49;0;v110;42,49;42,49;01/02/2022;1
618076301;2299878;1350;23/01/2022;23/02/2022;13,98;0;v110;13,98;13,98;23/02/2022;1
618201300;2151268;1350;05/01/2022;05/02/2022;4,63;0;v110;4,63;4,63;05/02/2022;1
618339167;1635292;1350;13/01/2022;13/02/2022;209,53;0;v110;209,53;209,53;13/02/2022;1
618732179;2294399;1350;23/01/2022;23/02/2022;6,3;0;v110;6,3;6,3;23/02/2022;1
618892532;2133000;1350;15/01/2022;15/02/2022;15,22;0;v110;15,22;15,22;15/02/2022;1
619613378;1939139;1350;13/01/2022;13/02/2022;0,42;0;v110;0,42;0,42;13/02/2022;1
619661186;2102092;1350;13/01/2022;13/02/2022;9,57;0;v110;9,57;9,57;13/02/2022;1
619772336;2004347;1350;15/01/2022;15/02/2022;3,91;0;v110;3,91;3,91;15/02/2022;1
620061502;1360957;1350;05/01/2022;05/02/2022;1,26;0;v110;1,26;1,26;05/02/2022;1
620261358;2266272;1350;23/01/2022;23/02/2022;2,64;0;v110;2,64;2,64;23/02/2022;1
620542365;2077552;1350;15/01/2022;15/02/2022;52,56;0;v110;52,56;52,56;15/02/2022;1
620677104;1911474;1350;23/01/2022;23/02/2022;3,48;0;v110;3,48;3,48;23/02/2022;1
620786310;730048;1350;05/01/2022;05/02/2022;19,73;0;v110;19,73;19,73;05/02/2022;1
620966564;2366353;1350;15/01/2022;15/02/2022;7,22;0;v110;7,22;7,22;15/02/2022;1
621143367;1494753;1350;23/01/2022;23/02/2022;10,52;0;v110;10,52;10,52;23/02/2022;1
621143367;2114736;1350;23/01/2022;23/02/2022;3,1;0;v110;3,1;3,1;23/02/2022;1
621164364;1945748;1350;10/01/2022;10/02/2022;7,24;0;v110;7,24;7,24;10/02/2022;1
621302180;1894045;1350;13/01/2022;13/02/2022;2,21;0;v110;2,21;2,21;13/02/2022;1
621312142;2071488;1350;15/01/2022;15/02/2022;1,63;0;v110;1,63;1,63;15/02/2022;1
621329380;318319;1350;05/01/2022;05/02/2022;45,63;0;v110;45,63;45,63;05/02/2022;1
622173561;1717502;1350;20/01/2022;20/02/2022;0,38;0;v110;0,38;0,38;20/02/2022;1
622207300;2207871;1350;15/01/2022;15/02/2022;27,09;0;v110;27,09;27,09;15/02/2022;1
622457160;2062571;1350;15/01/2022;15/02/2022;325,98;0;v110;325,98;325,98;15/02/2022;1
622600141;2402003;1350;13/01/2022;13/02/2022;3,7;0;v110;3,7;3,7;13/02/2022;1
622803506;2000959;1350;13/01/2022;13/02/2022;14,99;0;v110;14,99;14,99;13/02/2022;1
623047390;1616525;1350;03/01/2022;03/02/2022;7,85;0;v110;7,85;7,85;03/02/2022;1
623070103;2383928;1350;15/01/2022;15/02/2022;23,68;0;v110;23,68;23,68;15/02/2022;1
623198681;2324766;1350;08/01/2022;08/02/2022;3,42;0;v110;3,42;3,42;08/02/2022;1
624556301;504609;1350;15/01/2022;15/02/2022;4,1;0;v110;4,1;4,1;15/02/2022;1
625522524;2367437;1350;01/01/2022;01/02/2022;16,38;0;v110;16,38;16,38;01/02/2022;1
626266556;1623730;1350;20/01/2022;20/02/2022;99,72;0;v110;99,72;99,72;20/02/2022;1
626356385;793943;1350;25/01/2022;25/02/2022;7,99;0;v110;7,99;7,99;25/02/2022;1
626755328;220765;1350;10/01/2022;10/02/2022;13,71;0;v110;13,71;13,71;10/02/2022;1
626891345;797148;1350;25/01/2022;25/02/2022;2,88;0;v110;2,88;2,88;25/02/2022;1
627004563;1260487;1350;25/01/2022;25/02/2022;0,35;0;v110;0,35;0,35;25/02/2022;1
628003374;2075763;1350;23/01/2022;23/02/2022;13,78;0;v110;13,78;13,78;23/02/2022;1
628072341;2145890;1350;15/01/2022;15/02/2022;15,63;0;v110;15,63;15,63;15/02/2022;1
628354169;1948461;1350;08/01/2022;08/02/2022;20,09;0;v110;20,09;20,09;08/02/2022;1
628382537;788601;1350;25/01/2022;25/02/2022;29,86;0;v110;29,86;29,86;25/02/2022;1
628588585;1985726;1350;15/01/2022;15/02/2022;5,22;0;v110;5,22;5,22;15/02/2022;1
628702116;2376603;1350;08/01/2022;08/02/2022;2,59;0;v110;2,59;2,59;08/02/2022;1
628772599;1746282;1350;13/01/2022;13/02/2022;3,51;0;v110;3,51;3,51;13/02/2022;1
628984502;962410;1350;05/01/2022;05/02/2022;51,16;0;v110;51,16;51,16;05/02/2022;1
629119376;1304581;1350;20/01/2022;20/02/2022;710,15;0;v110;710,15;710,15;20/02/2022;1
629198306;2145115;1350;15/01/2022;15/02/2022;8,07;0;v110;8,07;8,07;15/02/2022;1
629323305;1979599;1350;01/01/2022;01/02/2022;2,61;0;v110;2,61;2,61;01/02/2022;1
629439362;626946;1350;23/01/2022;23/02/2022;224,27;0;v110;224,27;224,27;23/02/2022;1
629911169;2411800;1350;13/01/2022;13/02/2022;224,33;0;v110;224,33;224,33;13/02/2022;1
630013306;2134639;1350;15/01/2022;15/02/2022;15,06;0;v110;15,06;15,06;15/02/2022;1
630084327;2084318;1350;23/01/2022;23/02/2022;3,24;0;v110;3,24;3,24;23/02/2022;1
630485313;2213894;1350;23/01/2022;23/02/2022;8,74;0;v110;8,74;8,74;23/02/2022;1
630889325;2278190;1350;05/01/2022;05/02/2022;28,18;0;v110;28,18;28,18;05/02/2022;1
631017348;1690944;1350;03/01/2022;03/02/2022;215,8;0;v110;215,8;215,8;03/02/2022;1
631141510;2249415;1350;13/01/2022;13/02/2022;0,45;0;v110;0,45;0,45;13/02/2022;1
631375260;2350705;1350;01/01/2022;01/02/2022;6;0;v110;6;6;01/02/2022;1
631555161;2065618;1350;08/01/2022;08/02/2022;4,05;0;v110;4,05;4,05;08/02/2022;1
631628304;1328478;1350;25/01/2022;25/02/2022;0,77;0;v110;0,77;0,77;25/02/2022;1
631882367;1983909;1350;20/01/2022;20/02/2022;402,23;0;v110;402,23;402,23;20/02/2022;1
631885382;1556396;1350;08/01/2022;08/02/2022;14,47;0;v110;14,47;14,47;08/02/2022;1
632083344;648032;1350;15/01/2022;15/02/2022;2,83;0;v110;2,83;2,83;15/02/2022;1
632698136;1990217;1350;15/01/2022;15/02/2022;3,18;0;v110;3,18;3,18;15/02/2022;1
632976551;2434057;1350;13/01/2022;13/02/2022;1,49;0;v110;1,49;1,49;13/02/2022;1
633278564;2192645;1350;15/01/2022;15/02/2022;39,29;0;v110;39,29;39,29;15/02/2022;1
633434361;1699104;1350;28/01/2022;28/02/2022;146,24;0;v110;146,24;146,24;28/02/2022;1
633556556;1664129;1350;15/01/2022;15/02/2022;38,34;0;v110;38,34;38,34;15/02/2022;1
633653322;1898674;1350;13/01/2022;13/02/2022;0,35;0;v110;0,35;0,35;13/02/2022;1
633772178;2401204;1350;13/01/2022;13/02/2022;2,33;0;v110;2,33;2,33;13/02/2022;1
633795380;1770156;1350;15/01/2022;15/02/2022;19,41;0;v110;19,41;19,41;15/02/2022;1
633891266;2005813;1350;01/01/2022;01/02/2022;7,23;0;v110;7,23;7,23;01/02/2022;1
633948551;2102373;1350;15/01/2022;15/02/2022;3,82;0;v110;3,82;3,82;15/02/2022;1
634456547;1195098;1350;20/01/2022;20/02/2022;6,64;0;v110;6,64;6,64;20/02/2022;1
634754300;168047;1350;05/01/2022;05/02/2022;6,29;0;v110;6,29;6,29;05/02/2022;1
634818120;2167315;1350;15/01/2022;15/02/2022;113,27;0;v110;113,27;113,27;15/02/2022;1
634928147;2278189;1350;13/01/2022;13/02/2022;75,9;0;v110;75,9;75,9;13/02/2022;1
635089319;1430637;1350;20/01/2022;20/02/2022;0,88;0;v110;0,88;0,88;20/02/2022;1
635314371;2371624;1350;08/01/2022;08/02/2022;6,11;0;v110;6,11;6,11;08/02/2022;1
635857316;2445763;1350;05/01/2022;05/02/2022;3,47;0;v110;3,47;3,47;05/02/2022;1
636051552;1741050;1350;03/01/2022;03/02/2022;36,79;0;v110;36,79;36,79;03/02/2022;1
636136388;451540;1350;10/01/2022;10/02/2022;7,69;0;v110;7,69;7,69;10/02/2022;1
636437159;2409267;1350;23/01/2022;23/02/2022;7,71;0;v110;7,71;7,71;23/02/2022;1
637102347;1116203;1350;25/01/2022;25/02/2022;7,99;0;v110;7,99;7,99;25/02/2022;1
637536347;541616;1350;10/01/2022;10/02/2022;9,15;0;v110;9,15;9,15;10/02/2022;1
638197244;2303211;1350;08/01/2022;08/02/2022;14,74;0;v110;14,74;14,74;08/02/2022;1
638709598;2424056;1350;15/01/2022;15/02/2022;7,06;0;v110;7,06;7,06;15/02/2022;1
638733545;1919623;1350;10/01/2022;10/02/2022;111,67;0;v110;111,67;111,67;10/02/2022;1
638937388;1873944;1350;13/01/2022;13/02/2022;11,78;0;v110;11,78;11,78;13/02/2022;1
638977177;2219024;1350;15/01/2022;15/02/2022;44,6;0;v110;44,6;44,6;15/02/2022;1
639127320;781366;1350;10/01/2022;10/02/2022;415,46;0;v110;415,46;415,46;10/02/2022;1
639165338;2078193;1350;23/01/2022;23/02/2022;4,78;0;v110;4,78;4,78;23/02/2022;1
639211380;1323665;1350;15/01/2022;15/02/2022;137,88;0;v110;137,88;137,88;15/02/2022;1
639436110;2400839;1350;05/01/2022;05/02/2022;735,77;0;v110;735,77;735,77;05/02/2022;1
639453392;1822661;1350;23/01/2022;23/02/2022;24,24;0;v110;24,24;24,24;23/02/2022;1
639629342;1602899;1350;15/01/2022;15/02/2022;4,12;0;v110;4,12;4,12;15/02/2022;1
639647162;1892089;1350;23/01/2022;23/02/2022;55,68;0;v110;55,68;55,68;23/02/2022;1
639849385;526520;1350;15/01/2022;15/02/2022;142,02;0;v110;142,02;142,02;15/02/2022;1
639849385;621684;1350;05/01/2022;05/02/2022;1,54;0;v110;1,54;1,54;05/02/2022;1
640946500;1412247;1350;01/01/2022;01/02/2022;3,92;0;v110;3,92;3,92;01/02/2022;1
641072309;2132443;1350;05/01/2022;05/02/2022;517,43;0;v110;517,43;517,43;05/02/2022;1
641931360;639417;1350;20/01/2022;20/02/2022;9,01;0;v110;9,01;9,01;20/02/2022;1
642094152;2196710;1350;20/01/2022;20/02/2022;617,34;0;v110;617,34;617,34;20/02/2022;1
642397139;2262643;1350;08/01/2022;08/02/2022;17,66;0;v110;17,66;17,66;08/02/2022;1
642582114;2152128;1350;23/01/2022;23/02/2022;6,76;0;v110;6,76;6,76;23/02/2022;1
642884390;2279811;1350;15/01/2022;15/02/2022;271,99;0;v110;271,99;271,99;15/02/2022;1
642947147;2308218;1350;23/01/2022;23/02/2022;5,37;0;v110;5,37;5,37;23/02/2022;1
643731180;2401266;1350;15/01/2022;15/02/2022;39,53;0;v110;39,53;39,53;15/02/2022;1
643737626;2398210;1350;05/01/2022;05/02/2022;0,96;0;v110;0,96;0,96;05/02/2022;1
644341173;2303418;1350;15/01/2022;15/02/2022;33,71;0;v110;33,71;33,71;15/02/2022;1
644342307;2252909;1350;08/01/2022;08/02/2022;65,19;0;v110;65,19;65,19;08/02/2022;1
644431326;775381;1350;13/01/2022;13/02/2022;4,3;0;v110;4,3;4,3;13/02/2022;1
644759216;2227011;1350;15/01/2022;15/02/2022;8,92;0;v110;8,92;8,92;15/02/2022;1
644789395;2029207;1350;13/01/2022;13/02/2022;6,7;0;v110;6,7;6,7;13/02/2022;1
645023337;1766995;1350;08/01/2022;08/02/2022;8,77;0;v110;8,77;8,77;08/02/2022;1
645284130;2311441;1350;13/01/2022;13/02/2022;2,92;0;v110;2,92;2,92;13/02/2022;1
645496316;2293079;1350;23/01/2022;23/02/2022;23,99;0;v110;23,99;23,99;23/02/2022;1
645509582;2310041;1350;01/01/2022;01/02/2022;4,77;0;v110;4,77;4,77;01/02/2022;1
645717185;2292980;1350;15/01/2022;15/02/2022;305,59;0;v110;305,59;305,59;15/02/2022;1
645799726;1510387;1350;08/01/2022;08/02/2022;109,75;0;v110;109,75;109,75;08/02/2022;1
645799726;1952846;1350;08/01/2022;08/02/2022;86,14;0;v110;86,14;86,14;08/02/2022;1
646056395;729168;1350;25/01/2022;25/02/2022;1,01;0;v110;1,01;1,01;25/02/2022;1
646152351;2209678;1350;05/01/2022;05/02/2022;15,91;0;v110;15,91;15,91;05/02/2022;1
646454528;1365348;1350;10/01/2022;10/02/2022;6,26;0;v110;6,26;6,26;10/02/2022;1
