Cd;Contrt;Mod;DtContr;DtVencOp;VlrContr;ID_VENC;TIPO;VALOR;VlrProxParcela;DtaProxParcela;QtdParcelas
115289151;2033475;1350;13/01/2022;13/02/2022;15,6;0;v110;15,6;15,6;13/02/2022;1
115289151;2166593;1350;13/01/2022;13/02/2022;2,42;0;v110;2,42;2,42;13/02/2022;1
115617507;2192899;1350;15/01/2022;15/02/2022;15,01;0;v110;15,01;15,01;15/02/2022;1
117227544;1670285;1350;08/01/2022;08/02/2022;4,87;0;v110;4,87;4,87;08/02/2022;1
117236535;2166731;1350;15/01/2022;15/02/2022;6,23;0;v110;6,23;6,23;15/02/2022;1
117257370;2177300;1350;03/01/2022;03/02/2022;40,91;0;v110;40,91;40,91;03/02/2022;1
117318507;2054580;1350;15/01/2022;15/02/2022;10,41;0;v110;10,41;10,41;15/02/2022;1
117416355;1482908;1350;15/01/2022;15/02/2022;4,26;0;v110;4,26;4,26;15/02/2022;1
117680370;613111;1350;20/01/2022;20/02/2022;2,34;0;v110;2,34;2,34;20/02/2022;1
118252518;2317610;1350;13/01/2022;13/02/2022;84,24;0;v110;84,24;84,24;13/02/2022;1
118446398;2103682;1350;05/01/2022;05/02/2022;5,28;0;v110;5,28;5,28;05/02/2022;1
118466313;2003510;1350;10/01/2022;10/02/2022;3,02;0;v110;3,02;3,02;10/02/2022;1
118466313;979163;1350;10/01/2022;10/02/2022;1,32;0;v110;1,32;1,32;10/02/2022;1
118472399;1364997;1350;20/01/2022;20/02/2022;50,25;0;v110;50,25;50,25;20/02/2022;1
118716107;2402501;1350;15/01/2022;15/02/2022;8,8;0;v110;8,8;8,8;15/02/2022;1
118736124;2411192;1350;23/01/2022;23/02/2022;1,98;0;v110;1,98;1,98;23/02/2022;1
118736558;1685062;1350;08/01/2022;08/02/2022;518,48;0;v110;518,48;518,48;08/02/2022;1
118897306;2436073;1350;05/01/2022;05/02/2022;0,56;0;v110;0,56;0,56;05/02/2022;1
118934279;2280801;1350;08/01/2022;08/02/2022;34,16;0;v110;34,16;34,16;08/02/2022;1
118965743;1546479;1350;15/01/2022;15/02/2022;36,59;0;v110;36,59;36,59;15/02/2022;1
119319306;2230748;1350;15/01/2022;15/02/2022;10,87;0;v110;10,87;10,87;15/02/2022;1
119728150;2112499;1350;23/01/2022;23/02/2022;29,4;0;v110;29,4;29,4;23/02/2022;1
120250543;2332976;1350;13/01/2022;13/02/2022;1,84;0;v110;1,84;1,84;13/02/2022;1
120622270;2332628;1350;01/01/2022;01/02/2022;263,66;0;v110;263,66;263,66;01/02/2022;1
120649390;1957535;1350;20/01/2022;20/02/2022;19,65;0;v110;19,65;19,65;20/02/2022;1
120667533;1155834;1350;10/01/2022;10/02/2022;1,18;0;v110;1,18;1,18;10/02/2022;1
120739380;1912495;1350;03/01/2022;03/02/2022;573,43;0;v110;573,43;573,43;03/02/2022;1
120756633;2123000;1350;15/01/2022;15/02/2022;69,43;0;v110;69,43;69,43;15/02/2022;1
120840421;1743917;1350;08/01/2022;08/02/2022;22,82;0;v110;22,82;22,82;08/02/2022;1
120927381;2428754;1350;13/01/2022;13/02/2022;4,51;0;v110;4,51;4,51;13/02/2022;1
121352404;1998409;1350;01/01/2022;01/02/2022;5,45;0;v110;5,45;5,45;01/02/2022;1
121352404;2160809;1350;05/01/2022;05/02/2022;0,95;0;v110;0,95;0,95;05/02/2022;1
121627365;920043;1350;25/01/2022;25/02/2022;250,91;0;v110;250,91;250,91;25/02/2022;1
121865460;2248775;1350;08/01/2022;08/02/2022;7,22;0;v110;7,22;7,22;08/02/2022;1
122078535;2295519;1350;08/01/2022;08/02/2022;10,12;0;v110;10,12;10,12;08/02/2022;1
122158300;1712359;1350;20/01/2022;20/02/2022;11,91;0;v110;11,91;11,91;20/02/2022;1
122361288;2432988;1350;15/01/2022;15/02/2022;7,16;0;v110;7,16;7,16;15/02/2022;1
122514378;1785084;1350;08/01/2022;08/02/2022;5,89;0;v110;5,89;5,89;08/02/2022;1
122691580;1892560;1350;20/01/2022;20/02/2022;2,18;0;v110;2,18;2,18;20/02/2022;1
123584442;1267137;1350;10/01/2022;10/02/2022;1,59;0;v110;1,59;1,59;10/02/2022;1
123724554;2160958;1350;08/01/2022;08/02/2022;5,61;0;v110;5,61;5,61;08/02/2022;1
123724554;2215987;1350;08/01/2022;08/02/2022;1,17;0;v110;1,17;1,17;08/02/2022;1
123786312;2440477;1350;23/01/2022;23/02/2022;3,42;0;v110;3,42;3,42;23/02/2022;1
124289576;2101058;1350;13/01/2022;13/02/2022;12,29;0;v110;12,29;12,29;13/02/2022;1
124476171;2327339;1350;23/01/2022;23/02/2022;29,28;0;v110;29,28;29,28;23/02/2022;1
124718442;2399370;1350;15/01/2022;15/02/2022;31,33;0;v110;31,33;31,33;15/02/2022;1
124721400;980769;1350;25/01/2022;25/02/2022;429,99;0;v110;429,99;429,99;25/02/2022;1
124999190;2310617;1350;08/01/2022;08/02/2022;5,83;0;v110;5,83;5,83;08/02/2022;1
125168560;2159414;1350;08/01/2022;08/02/2022;15,78;0;v110;15,78;15,78;08/02/2022;1
125168560;2263402;1350;23/01/2022;23/02/2022;473,19;0;v110;473,19;473,19;23/02/2022;1
125276370;2373418;1350;23/01/2022;23/02/2022;1,38;0;v110;1,38;1,38;23/02/2022;1
125317158;2344926;1350;13/01/2022;13/02/2022;15,95;0;v110;15,95;15,95;13/02/2022;1
126016593;1295079;1350;08/01/2022;08/02/2022;11,22;0;v110;11,22;11,22;08/02/2022;1
126035890;1770685;1350;20/01/2022;20/02/2022;2,32;0;v110;2,32;2,32;20/02/2022;1
126048444;2096278;1350;15/01/2022;15/02/2022;7,64;0;v110;7,64;7,64;15/02/2022;1
126052476;2369716;1350;23/01/2022;23/02/2022;8,04;0;v110;8,04;8,04;23/02/2022;1
126269459;2397636;1350;05/01/2022;05/02/2022;2,96;0;v110;2,96;2,96;05/02/2022;1
126350302;1704529;1350;03/01/2022;03/02/2022;269,23;0;v110;269,23;269,23;03/02/2022;1
126737304;1723809;1350;23/01/2022;23/02/2022;30,19;0;v110;30,19;30,19;23/02/2022;1
126771405;2052814;1350;08/01/2022;08/02/2022;19,43;0;v110;19,43;19,43;08/02/2022;1
126862397;1658540;1350;15/01/2022;15/02/2022;16,65;0;v110;16,65;16,65;15/02/2022;1
126868328;382815;1350;20/01/2022;20/02/2022;16,05;0;v110;16,05;16,05;20/02/2022;1
126872350;1129848;1350;13/01/2022;13/02/2022;2,95;0;v110;2,95;2,95;13/02/2022;1
126881502;1156230;1350;15/01/2022;15/02/2022;8,54;0;v110;8,54;8,54;15/02/2022;1
127075380;1186445;1350;05/01/2022;05/02/2022;443,05;0;v110;443,05;443,05;05/02/2022;1
127314121;2413084;1350;23/01/2022;23/02/2022;14,15;0;v110;14,15;14,15;23/02/2022;1
127389725;1753103;1350;01/01/2022;01/02/2022;5,79;0;v110;5,79;5,79;01/02/2022;1
127683321;426895;1350;10/01/2022;10/02/2022;6,28;0;v110;6,28;6,28;10/02/2022;1
127714146;1987297;1350;13/01/2022;13/02/2022;3,43;0;v110;3,43;3,43;13/02/2022;1
127894454;2358386;1350;08/01/2022;08/02/2022;5,41;0;v110;5,41;5,41;08/02/2022;1
127908340;1960932;1350;13/01/2022;13/02/2022;88,49;0;v110;88,49;88,49;13/02/2022;1
128020342;1825482;1350;13/01/2022;13/02/2022;2,71;0;v110;2,71;2,71;13/02/2022;1
128188367;2133985;1350;15/01/2022;15/02/2022;6,77;0;v110;6,77;6,77;15/02/2022;1
128364190;1950075;1350;08/01/2022;08/02/2022;7,53;0;v110;7,53;7,53;08/02/2022;1
128467320;1400951;1350;10/01/2022;10/02/2022;1,68;0;v110;1,68;1,68;10/02/2022;1
128523336;2399326;1350;15/01/2022;15/02/2022;1,78;0;v110;1,78;1,78;15/02/2022;1
128615370;2441082;1350;15/01/2022;15/02/2022;2,42;0;v110;2,42;2,42;15/02/2022;1
129307505;1406540;1350;10/01/2022;10/02/2022;0,56;0;v110;0,56;0,56;10/02/2022;1
130069400;1622682;1350;15/01/2022;15/02/2022;167,77;0;v110;167,77;167,77;15/02/2022;1
130088544;2235866;1350;23/01/2022;23/02/2022;1,7;0;v110;1,7;1,7;23/02/2022;1
130371530;1876822;1350;13/01/2022;13/02/2022;38,48;0;v110;38,48;38,48;13/02/2022;1
130535230;2379441;1350;01/01/2022;01/02/2022;30,92;0;v110;30,92;30,92;01/02/2022;1
130777161;2167535;1350;15/01/2022;15/02/2022;0,96;0;v110;0,96;0,96;15/02/2022;1
131185527;2152583;1350;13/01/2022;13/02/2022;22,45;0;v110;22,45;22,45;13/02/2022;1
131354574;705117;1350;10/01/2022;10/02/2022;8,13;0;v110;8,13;8,13;10/02/2022;1
132158337;1771358;1350;13/01/2022;13/02/2022;67,82;0;v110;67,82;67,82;13/02/2022;1
132236311;843871;1350;15/01/2022;15/02/2022;1,86;0;v110;1,86;1,86;15/02/2022;1
132650240;2099558;1350;13/01/2022;13/02/2022;5,78;0;v110;5,78;5,78;13/02/2022;1
133420531;2122574;1350;23/01/2022;23/02/2022;5,27;0;v110;5,27;5,27;23/02/2022;1
133631311;1716166;1350;28/01/2022;28/02/2022;0,01;0;v110;0,01;0,01;28/02/2022;1
133960137;2158756;1350;23/01/2022;23/02/2022;21,62;0;v110;21,62;21,62;23/02/2022;1
134056167;2172894;1350;20/01/2022;20/02/2022;12,18;0;v110;12,18;12,18;20/02/2022;1
134170105;2084300;1350;15/01/2022;15/02/2022;2,94;0;v110;2,94;2,94;15/02/2022;1
134253159;1988978;1350;23/01/2022;23/02/2022;2,12;0;v110;2,12;2,12;23/02/2022;1
134361121;2103913;1350;15/01/2022;15/02/2022;28,97;0;v110;28,97;28,97;15/02/2022;1
134584341;2123806;1350;08/01/2022;08/02/2022;115,11;0;v110;115,11;115,11;08/02/2022;1
135662109;1985716;1350;15/01/2022;15/02/2022;3,36;0;v110;3,36;3,36;15/02/2022;1
135745314;1389129;1350;25/01/2022;25/02/2022;11,72;0;v110;11,72;11,72;25/02/2022;1
135779308;1219315;1350;15/01/2022;15/02/2022;13,58;0;v110;13,58;13,58;15/02/2022;1
136148190;2238034;1350;03/01/2022;03/02/2022;28,06;0;v110;28,06;28,06;03/02/2022;1
137016301;1992739;1350;23/01/2022;23/02/2022;12,96;0;v110;12,96;12,96;23/02/2022;1
137124112;1987306;1350;13/01/2022;13/02/2022;8,09;0;v110;8,09;8,09;13/02/2022;1
138106266;2122932;1350;15/01/2022;15/02/2022;6,96;0;v110;6,96;6,96;15/02/2022;1
138368384;2199836;1350;15/01/2022;15/02/2022;7,24;0;v110;7,24;7,24;15/02/2022;1
138462305;967604;1350;08/01/2022;08/02/2022;6,62;0;v110;6,62;6,62;08/02/2022;1
138484880;2113044;1350;13/01/2022;13/02/2022;92,8;0;v110;92,8;92,8;13/02/2022;1
138562350;83586;1350;01/01/2022;01/02/2022;35,09;0;v110;35,09;35,09;01/02/2022;1
138625107;2268308;1350;15/01/2022;15/02/2022;173,51;0;v110;173,51;173,51;15/02/2022;1
138743223;1868519;1350;03/01/2022;03/02/2022;11,38;0;v110;11,38;11,38;03/02/2022;1
138980357;541092;1350;25/01/2022;25/02/2022;7,99;0;v110;7,99;7,99;25/02/2022;1
138984344;1281199;1350;01/01/2022;01/02/2022;7,49;0;v110;7,49;7,49;01/02/2022;1
138994145;2372817;1350;08/01/2022;08/02/2022;27,29;0;v110;27,29;27,29;08/02/2022;1
139194312;901935;1350;20/01/2022;20/02/2022;3,75;0;v110;3,75;3,75;20/02/2022;1
139649506;1518358;1350;08/01/2022;08/02/2022;52,76;0;v110;52,76;52,76;08/02/2022;1
140190279;2280816;1350;23/01/2022;23/02/2022;24,51;0;v110;24,51;24,51;23/02/2022;1
140313370;1119032;1350;20/01/2022;20/02/2022;5,13;0;v110;5,13;5,13;20/02/2022;1
140393110;2317911;1350;13/01/2022;13/02/2022;4,61;0;v110;4,61;4,61;13/02/2022;1
140508384;2417508;1350;23/01/2022;23/02/2022;228,89;0;v110;228,89;228,89;23/02/2022;1
140943552;1721594;1350;13/01/2022;13/02/2022;1,75;0;v110;1,75;1,75;13/02/2022;1
140966170;1889827;1350;15/01/2022;15/02/2022;111,29;0;v110;111,29;111,29;15/02/2022;1
142094382;2071637;1350;15/01/2022;15/02/2022;19,73;0;v110;19,73;19,73;15/02/2022;1
142094382;782952;1350;15/01/2022;15/02/2022;157,13;0;v110;157,13;157,13;15/02/2022;1
142642347;1698443;1350;20/01/2022;20/02/2022;0,89;0;v110;0,89;0,89;20/02/2022;1
142704121;2438076;1350;13/01/2022;13/02/2022;12,11;0;v110;12,11;12,11;13/02/2022;1
142899119;2351760;1350;08/01/2022;08/02/2022;281,55;0;v110;281,55;281,55;08/02/2022;1
142955477;1138122;1350;15/01/2022;15/02/2022;8,45;0;v110;8,45;8,45;15/02/2022;1
142973106;2211676;1350;08/01/2022;08/02/2022;0,12;0;v110;0,12;0,12;08/02/2022;1
143168541;1491060;1350;01/01/2022;01/02/2022;120,8;0;v110;120,8;120,8;01/02/2022;1
143193309;1656968;1350;08/01/2022;08/02/2022;5,97;0;v110;5,97;5,97;08/02/2022;1
143236300;2228342;1350;15/01/2022;15/02/2022;256,85;0;v110;256,85;256,85;15/02/2022;1
143373471;1139968;1350;15/01/2022;15/02/2022;0,38;0;v110;0,38;0,38;15/02/2022;1
143373471;1991741;1350;15/01/2022;15/02/2022;1,02;0;v110;1,02;1,02;15/02/2022;1
143666304;1152873;1350;13/01/2022;13/02/2022;8,2;0;v110;8,2;8,2;13/02/2022;1
143680137;2418510;1350;03/01/2022;03/02/2022;5,15;0;v110;5,15;5,15;03/02/2022;1
143833146;2297703;1350;01/01/2022;01/02/2022;56,09;0;v110;56,09;56,09;01/02/2022;1
145000354;1416454;1350;10/01/2022;10/02/2022;277,07;0;v110;277,07;277,07;10/02/2022;1
145096360;319790;1350;13/01/2022;13/02/2022;1,2;0;v110;1,2;1,2;13/02/2022;1
145573559;1922690;1350;20/01/2022;20/02/2022;20,44;0;v110;20,44;20,44;20/02/2022;1
145887570;2419209;1350;01/01/2022;01/02/2022;2,34;0;v110;2,34;2,34;01/02/2022;1
146368401;1763785;1350;20/01/2022;20/02/2022;2,3;0;v110;2,3;2,3;20/02/2022;1
147098300;1723019;1350;01/01/2022;01/02/2022;9,56;0;v110;9,56;9,56;01/02/2022;1
147626331;2284839;1350;13/01/2022;13/02/2022;11,49;0;v110;11,49;11,49;13/02/2022;1
149420382;2188470;1350;13/01/2022;13/02/2022;39,11;0;v110;39,11;39,11;13/02/2022;1
149420382;2364116;1350;13/01/2022;13/02/2022;29,5;0;v110;29,5;29,5;13/02/2022;1
149469470;1990591;1350;08/01/2022;08/02/2022;17,43;0;v110;17,43;17,43;08/02/2022;1
149489315;1799615;1350;10/01/2022;10/02/2022;5,8;0;v110;5,8;5,8;10/02/2022;1
149544197;2301498;1350;23/01/2022;23/02/2022;10,76;0;v110;10,76;10,76;23/02/2022;1
149592400;989741;1350;01/01/2022;01/02/2022;20,18;0;v110;20,18;20,18;01/02/2022;1
149622414;2295544;1350;23/01/2022;23/02/2022;1,54;0;v110;1,54;1,54;23/02/2022;1
149764120;655583;1350;01/01/2022;01/02/2022;26,38;0;v110;26,38;26,38;01/02/2022;1
150228384;129469;1350;10/01/2022;10/02/2022;1,68;0;v110;1,68;1,68;10/02/2022;1
150527373;1684494;1350;08/01/2022;08/02/2022;336,22;0;v110;336,22;336,22;08/02/2022;1
150527373;1807474;1350;15/01/2022;15/02/2022;2,87;0;v110;2,87;2,87;15/02/2022;1
151239525;2287128;1350;08/01/2022;08/02/2022;193,13;0;v110;193,13;193,13;08/02/2022;1
151951128;2423383;1350;08/01/2022;08/02/2022;4,29;0;v110;4,29;4,29;08/02/2022;1
152631186;2026459;1350;08/01/2022;08/02/2022;17,76;0;v110;17,76;17,76;08/02/2022;1
152958266;2341396;1350;05/01/2022;05/02/2022;4,24;0;v110;4,24;4,24;05/02/2022;1
153057246;2251466;1350;15/01/2022;15/02/2022;20,74;0;v110;20,74;20,74;15/02/2022;1
153678356;1105049;1350;15/01/2022;15/02/2022;2,74;0;v110;2,74;2,74;15/02/2022;1
153926350;1385933;1350;10/01/2022;10/02/2022;12,68;0;v110;12,68;12,68;10/02/2022;1
154366161;2409601;1350;13/01/2022;13/02/2022;83,47;0;v110;83,47;83,47;13/02/2022;1
154914398;321169;1350;10/01/2022;10/02/2022;2,23;0;v110;2,23;2,23;10/02/2022;1
154928500;2012515;1350;01/01/2022;01/02/2022;41,17;0;v110;41,17;41,17;01/02/2022;1
155088700;857258;1350;08/01/2022;08/02/2022;224,35;0;v110;224,35;224,35;08/02/2022;1
155340573;1864980;1350;23/01/2022;23/02/2022;8,64;0;v110;8,64;8,64;23/02/2022;1
155797352;1866036;1350;15/01/2022;15/02/2022;296,3;0;v110;296,3;296,3;15/02/2022;1
155797352;2170764;1350;15/01/2022;15/02/2022;128,79;0;v110;128,79;128,79;15/02/2022;1
155872150;2443825;1350;05/01/2022;05/02/2022;8,33;0;v110;8,33;8,33;05/02/2022;1
155961330;1861007;1350;15/01/2022;15/02/2022;113,13;0;v110;113,13;113,13;15/02/2022;1
156366312;482929;1350;10/01/2022;10/02/2022;446,19;0;v110;446,19;446,19;10/02/2022;1
156472180;1955913;1350;15/01/2022;15/02/2022;20,01;0;v110;20,01;20,01;15/02/2022;1
156475103;1650632;1350;13/01/2022;13/02/2022;0,63;0;v110;0,63;0,63;13/02/2022;1
156589109;2357060;1350;23/01/2022;23/02/2022;53,17;0;v110;53,17;53,17;23/02/2022;1
156944103;1973673;1350;13/01/2022;13/02/2022;0,03;0;v110;0,03;0,03;13/02/2022;1
157111105;2290239;1350;13/01/2022;13/02/2022;22,17;0;v110;22,17;22,17;13/02/2022;1
157119190;1909111;1350;08/01/2022;08/02/2022;8,67;0;v110;8,67;8,67;08/02/2022;1
157744302;1800565;1350;08/01/2022;08/02/2022;0,61;0;v110;0,61;0,61;08/02/2022;1
157760340;310706;1350;25/01/2022;25/02/2022;15,02;0;v110;15,02;15,02;25/02/2022;1
157792544;1402143;1350;25/01/2022;25/02/2022;7,99;0;v110;7,99;7,99;25/02/2022;1
157921298;2340832;1350;08/01/2022;08/02/2022;62,57;0;v110;62,57;62,57;08/02/2022;1
158013220;2305876;1350;13/01/2022;13/02/2022;12,98;0;v110;12,98;12,98;13/02/2022;1
158396138;2210112;1350;13/01/2022;13/02/2022;239,54;0;v110;239,54;239,54;13/02/2022;1
158858360;1952903;1350;23/01/2022;23/02/2022;2,18;0;v110;2,18;2,18;23/02/2022;1
159818192;1559070;1350;15/01/2022;15/02/2022;33,36;0;v110;33,36;33,36;15/02/2022;1
159818192;1761768;1350;01/01/2022;01/02/2022;37,6;0;v110;37,6;37,6;01/02/2022;1
160401127;2185973;1350;05/01/2022;05/02/2022;5,18;0;v110;5,18;5,18;05/02/2022;1
160556163;2095537;1350;23/01/2022;23/02/2022;32,97;0;v110;32,97;32,97;23/02/2022;1
161503330;1219733;1350;25/01/2022;25/02/2022;8,23;0;v110;8,23;8,23;25/02/2022;1
161796680;2282428;1350;15/01/2022;15/02/2022;2,19;0;v110;2,19;2,19;15/02/2022;1
162265182;2378047;1350;15/01/2022;15/02/2022;40,46;0;v110;40,46;40,46;15/02/2022;1
162587384;2373135;1350;13/01/2022;13/02/2022;146,38;0;v110;146,38;146,38;13/02/2022;1
163587329;1868011;1350;15/01/2022;15/02/2022;232,52;0;v110;232,52;232,52;15/02/2022;1
164598146;1951157;1350;23/01/2022;23/02/2022;3,27;0;v110;3,27;3,27;23/02/2022;1
164862501;2333445;1350;15/01/2022;15/02/2022;20,87;0;v110;20,87;20,87;15/02/2022;1
165202114;2265022;1350;23/01/2022;23/02/2022;0,1;0;v110;0,1;0,1;23/02/2022;1
165238143;2164387;1350;08/01/2022;08/02/2022;54,49;0;v110;54,49;54,49;08/02/2022;1
165595507;2134143;1350;13/01/2022;13/02/2022;19,64;0;v110;19,64;19,64;13/02/2022;1
165640308;1771604;1350;08/01/2022;08/02/2022;9,18;0;v110;9,18;9,18;08/02/2022;1
166148369;758939;1350;05/01/2022;05/02/2022;0,9;0;v110;0,9;0,9;05/02/2022;1
166155306;1990790;1350;05/01/2022;05/02/2022;52,87;0;v110;52,87;52,87;05/02/2022;1
167091107;1960669;1350;23/01/2022;23/02/2022;14,66;0;v110;14,66;14,66;23/02/2022;1
167115138;1930925;1350;15/01/2022;15/02/2022;3,28;0;v110;3,28;3,28;15/02/2022;1
167341308;2381442;1350;23/01/2022;23/02/2022;22,96;0;v110;22,96;22,96;23/02/2022;1
168406314;1584370;1350;15/01/2022;15/02/2022;14,64;0;v110;14,64;14,64;15/02/2022;1
168423758;2315040;1350;15/01/2022;15/02/2022;108,92;0;v110;108,92;108,92;15/02/2022;1
169215261;2325827;1350;03/01/2022;03/02/2022;457,61;0;v110;457,61;457,61;03/02/2022;1
169434141;1477873;1350;13/01/2022;13/02/2022;1,46;0;v110;1,46;1,46;13/02/2022;1
169973360;2379890;1350;15/01/2022;15/02/2022;2,45;0;v110;2,45;2,45;15/02/2022;1
170042502;2131819;1350;15/01/2022;15/02/2022;0,68;0;v110;0,68;0,68;15/02/2022;1
170165337;1826333;1350;08/01/2022;08/02/2022;34,18;0;v110;34,18;34,18;08/02/2022;1
170506347;2150579;1350;01/01/2022;01/02/2022;10,11;0;v110;10,11;10,11;01/02/2022;1
170635317;2182124;1350;23/01/2022;23/02/2022;17,45;0;v110;17,45;17,45;23/02/2022;1
170635406;1669388;1350;08/01/2022;08/02/2022;21,67;0;v110;21,67;21,67;08/02/2022;1
170675106;1939121;1350;23/01/2022;23/02/2022;26,84;0;v110;26,84;26,84;23/02/2022;1
170709450;1685983;1350;03/01/2022;03/02/2022;10,35;0;v110;10,35;10,35;03/02/2022;1
170731464;772625;1350;08/01/2022;08/02/2022;108,41;0;v110;108,41;108,41;08/02/2022;1
170738477;1116010;1350;01/01/2022;01/02/2022;21,91;0;v110;21,91;21,91;01/02/2022;1
170853306;1185980;1350;23/01/2022;23/02/2022;187,49;0;v110;187,49;187,49;23/02/2022;1
171224302;688599;1350;05/01/2022;05/02/2022;3,76;0;v110;3,76;3,76;05/02/2022;1
171412303;2265069;1350;08/01/2022;08/02/2022;1,5;0;v110;1,5;1,5;08/02/2022;1
171988523;2278993;1350;23/01/2022;23/02/2022;5,25;0;v110;5,25;5,25;23/02/2022;1
172870305;2300323;1350;01/01/2022;01/02/2022;1,33;0;v110;1,33;1,33;01/02/2022;1
172911354;2206253;1350;23/01/2022;23/02/2022;50,25;0;v110;50,25;50,25;23/02/2022;1
172939364;2384140;1350;13/01/2022;13/02/2022;7,52;0;v110;7,52;7,52;13/02/2022;1
173404707;2363786;1350;13/01/2022;13/02/2022;9,55;0;v110;9,55;9,55;13/02/2022;1
173438105;2090611;1350;23/01/2022;23/02/2022;2,85;0;v110;2,85;2,85;23/02/2022;1
174085397;1181466;1350;25/01/2022;25/02/2022;3,8;0;v110;3,8;3,8;25/02/2022;1
174534108;1942625;1350;23/01/2022;23/02/2022;5,44;0;v110;5,44;5,44;23/02/2022;1
174619367;1942292;1350;08/01/2022;08/02/2022;387,11;0;v110;387,11;387,11;08/02/2022;1
174656300;2175256;1350;23/01/2022;23/02/2022;5,13;0;v110;5,13;5,13;23/02/2022;1
174848552;2267782;1350;08/01/2022;08/02/2022;45,34;0;v110;45,34;45,34;08/02/2022;1
174848552;2350520;1350;08/01/2022;08/02/2022;8,67;0;v110;8,67;8,67;08/02/2022;1
175186286;2276007;1350;15/01/2022;15/02/2022;20,63;0;v110;20,63;20,63;15/02/2022;1
175349339;1773786;1350;15/01/2022;15/02/2022;101,47;0;v110;101,47;101,47;15/02/2022;1
175521336;1484151;1350;15/01/2022;15/02/2022;8,6;0;v110;8,6;8,6;15/02/2022;1
175532370;1856712;1350;20/01/2022;20/02/2022;24,64;0;v110;24,64;24,64;20/02/2022;1
175532370;2034240;1350;05/01/2022;05/02/2022;5,16;0;v110;5,16;5,16;05/02/2022;1
175701318;773281;1350;25/01/2022;25/02/2022;0,58;0;v110;0,58;0,58;25/02/2022;1
175813388;1391726;1350;10/01/2022;10/02/2022;3,17;0;v110;3,17;3,17;10/02/2022;1
176004211;1977012;1350;20/01/2022;20/02/2022;4,52;0;v110;4,52;4,52;20/02/2022;1
176030301;527318;1350;05/01/2022;05/02/2022;87,65;0;v110;87,65;87,65;05/02/2022;1
176778586;1728799;1350;15/01/2022;15/02/2022;934,21;0;v110;934,21;934,21;15/02/2022;1
176867333;2379712;1350;05/01/2022;05/02/2022;3,32;0;v110;3,32;3,32;05/02/2022;1
176889140;2026776;1350;13/01/2022;13/02/2022;1,74;0;v110;1,74;1,74;13/02/2022;1
178227420;651524;1350;05/01/2022;05/02/2022;27,94;0;v110;27,94;27,94;05/02/2022;1
178323497;1327258;1350;20/01/2022;20/02/2022;550,55;0;v110;550,55;550,55;20/02/2022;1
178490474;1720692;1350;15/01/2022;15/02/2022;11,22;0;v110;11,22;11,22;15/02/2022;1
178491365;1648658;1350;13/01/2022;13/02/2022;2,57;0;v110;2,57;2,57;13/02/2022;1
178545392;2118889;1350;01/01/2022;01/02/2022;9,52;0;v110;9,52;9,52;01/02/2022;1
178574570;2252469;1350;23/01/2022;23/02/2022;4,06;0;v110;4,06;4,06;23/02/2022;1
178962155;2433998;1350;15/01/2022;15/02/2022;8,79;0;v110;8,79;8,79;15/02/2022;1
179007190;1974990;1350;08/01/2022;08/02/2022;9,26;0;v110;9,26;9,26;08/02/2022;1
179224379;1890417;1350;20/01/2022;20/02/2022;5,35;0;v110;5,35;5,35;20/02/2022;1
179344358;1635078;1350;13/01/2022;13/02/2022;2,99;0;v110;2,99;2,99;13/02/2022;1
179611143;1988301;1350;13/01/2022;13/02/2022;136,57;0;v110;136,57;136,57;13/02/2022;1
179882503;1226038;1350;25/01/2022;25/02/2022;7,99;0;v110;7,99;7,99;25/02/2022;1
180171186;2369827;1350;08/01/2022;08/02/2022;14,98;0;v110;14,98;14,98;08/02/2022;1
180318381;2098919;1350;13/01/2022;13/02/2022;1,68;0;v110;1,68;1,68;13/02/2022;1
180392433;725360;1350;10/01/2022;10/02/2022;4,53;0;v110;4,53;4,53;10/02/2022;1
180977822;2352523;1350;05/01/2022;05/02/2022;5,91;0;v110;5,91;5,91;05/02/2022;1
181044366;1013552;1350;10/01/2022;10/02/2022;391,02;0;v110;391,02;391,02;10/02/2022;1
181319489;2416770;1350;03/01/2022;03/02/2022;1,42;0;v110;1,42;1,42;03/02/2022;1
182099474;1312887;1350;20/01/2022;20/02/2022;3,55;0;v110;3,55;3,55;20/02/2022;1
182149161;2174959;1350;23/01/2022;23/02/2022;41,27;0;v110;41,27;41,27;23/02/2022;1
182211142;2365378;1350;03/01/2022;03/02/2022;0,36;0;v110;0,36;0,36;03/02/2022;1
182284379;2325424;1350;23/01/2022;23/02/2022;2,54;0;v110;2,54;2,54;23/02/2022;1
183062337;1106206;1350;20/01/2022;20/02/2022;80,91;0;v110;80,91;80,91;20/02/2022;1
183062337;895337;1350;03/01/2022;03/02/2022;22,8;0;v110;22,8;22,8;03/02/2022;1
183108507;1743329;1350;03/01/2022;03/02/2022;4,07;0;v110;4,07;4,07;03/02/2022;1
183246225;2142567;1350;15/01/2022;15/02/2022;8,05;0;v110;8,05;8,05;15/02/2022;1
183267141;1932530;1350;03/01/2022;03/02/2022;54,15;0;v110;54,15;54,15;03/02/2022;1
183285395;1740591;1350;13/01/2022;13/02/2022;4,99;0;v110;4,99;4,99;13/02/2022;1
183304365;1369595;1350;05/01/2022;05/02/2022;8,14;0;v110;8,14;8,14;05/02/2022;1
